,Title,DOI,Author
2780,"Role of floodplain sediments in reducing the nitrate concentration of subsurface run‐off: A case study in the Cotswolds, UK",10.1002/hyp.3360070306,Haycock N.
2781,Analysis of storm run‐off sources using oxygen‐18 in a headwater swamp,10.1002/hyp.3360070308,Hill A.
2782,Influence of groundwater development on the Doñana National Park ecosystems (Spain),10.1016/0022-1694(93)90052-B,Suso J.
2783,Water conservation in Oman,10.1080/02508069308686155,Abdel-Rahman H.
2784,"Approach to the knowledge of the principal coastal aquifers in porous media from Biscay, Basque country",10.3406/quate.1993.2002,Morales Juberias T.
2785,Confined aquifers and groundwater outflows: the role of alluvial deposits in the lower Seine valley,10.3406/quate.1993.1999,Lefebvre D.
2786,"Sea‐Water Intrusion in the Coastal Area of Laizhou Bay, China: 2. Sea‐Water Intrusion Monitoring",10.1111/j.1745-6584.1993.tb00845.x,Wu J.
2787,"Sea‐Water Intrusion in the Coastal Area of Laizhou Bay, China: 1. Distribution of Sea‐Water Intrusion and Its Hydrochemical Characteristics",10.1111/j.1745-6584.1993.tb00584.x,Xue Y.
2788,"A density-dependent flow and transport analysis of the effects of groundwater development in a freshwater lens of limited areal extent: The Geneva area (Florida, U.S.A.) case study",10.1016/0169-7722(93)90004-C,Panday S.
2789,Assessment of Long‐Term Withdrawal Rate for a Coastal Aquifer,10.1111/j.1745-6584.1993.tb01817.x,Gupta A.D.
2790,"Predicted impact of a new highway on a spring-fed wetland, Cook County, Illinois",10.2113/gseegeosci.xxx.3.281,Hensel B.R.
2791,Diversity patterns of wet meadows along geochemical gradients in central Spain,10.2307/3235737,Rey Benayas J.
2792,Frequency dependence of the groundwater discharge at an artesian well as recognized from tidal fluctuation records,10.1029/92JB01829,Koizumi N.
2793,"Late cenozoic stratigraphy and hydrologic history of lake amadeus, a central australian playa",10.1080/08120099308728059,Chen X.
2794,"Extracellular phosphatase activity in sediments of the Breitenbach, a Central European mountain stream",10.1007/BF00050739,Marxsen J.
2795,"Fracture detection and groundwater flow characterization using He and Rn in soil gases, Manitoba, Canada",10.1016/0883-2927(93)90037-H,Gascoyne M.
2796,A model for a moving interface in a layered coastal aquifer,10.1029/92WR01901,Pistiner A.
2797,Retention and chemistry of aluminium in groundwater discharge areas,10.1016/0269-7491(93)90209-7,Norrström A.
2798,Hydraulic reversals and episodic methane emissions during drought cycles in mires,10.1130/0091-7613(1993)021<0231:HRAEME>2.3.CO;2,Romanowicz E.
2799,"Quantification of the water balance and hydrogeological processes in the vicinity of a small groundwater-fed wetland, East Anglia, UK",10.1016/0022-1694(93)90178-C,Gilvear D.
2800,"Groundwater fluxes in the global hydrologic cycle: past, present and future",10.1016/0022-1694(93)90182-9,Zektser I.S.
2801,"Interactions between ground water and wetlands, southern shore of Lake Michigan, USA",10.1016/0022-1694(93)90047-D,Shedlock R.
2802,Evidence of Terrestrial Discharge of Deep Groundwater on the Canadian Shield from Helium in Soil Gases,10.1021/es00048a016,Gascoyne M.
2803,"Ecological impact of groundwater extraction on wetlands (Douro Basin, Spain)",10.1016/0022-1694(93)90051-A,Bernadez F.G.
2804,Analytical descriptions of subaqueous groundwater seepage,10.2307/1352390,Bokuniewicz H.
2805,"A statistical method to evaluate potentially similar zones of groundwater discharge at the Bunker Hill Mine near Kellogg, Idaho",10.1007/BF02914813,Whitbread J.J.
2806,The hydrological balance of a groundwater discharge fen,10.1016/0022-1694(92)90053-X,Boeye D.
2807,Trends in the long-term variability of groundwater discharge,10.1007/BF02482668,Kovalevsky V.
2808,Technical aspects of groundwater management,10.1080/07900629208722540,Van der Molen W.
2809,Storm runoff processes in a small forested drainage basin,10.1007/BF01704085,Tanaka T.
2810,"Sedimentary biogeochemistry of an acidic, saline groundwater discharge zone in Lake Tyrrell, Victoria, Australia",10.1016/0009-2541(92)90121-K,Hines M.
2811,"Hydrological processes in the Tyrrell Basin, southeastern Australia",10.1016/0009-2541(92)90118-O,Macumber P.
2812,Groundwater and River Environment in an Urban Area,10.3739/rikusui.53.157,Amemiya M.
2813,Behavior of Coastal Groundwater in Layered Aquifers Interbedded with Semi-permeable Layer,10.3739/rikusui.53.187,Inouchi K.
2814,An Integrated BEM Algorithm for Transient 2‐D Flow in Unconfined Aquifers,10.1111/j.1467-8667.1992.tb00442.x,Rizos D.
2815,GROUNDWATER DISCHARGE AND ITS IMPACT ON SURFACE WATER QUALITY IN A CHESAPEAKE BAY INLET,10.1111/j.1752-1688.1992.tb04023.x,Reay W.G.
2816,"Geochemical evolution of Lake Deborah East, prototype salt lake in the relict drainage of the Yilgarn River of Western Australia",10.1080/08120099208728051,Salama R.
2817,Importance of submarine groundwater discharge (SGWD) and seawater cycling to material flux across sediment/water interfaces in marine environments,10.3354/meps084173,Simmons G.
2818,Fates of dissolved free amino acids in groundwater discharged through stream bed sediments,10.1007/BF00026223,Fiebig D.M.
2819,Evaporation from a salt-encrusted sediment surface: Field and laboratory studies,10.1071/SR9920429,Chen X.
2820,A new model for tabular-type uranium deposits,10.2113/gsecongeo.87.8.2041,Sanford R.
2821,"Identification of deep groundwater discharge areas in the Boggy Creek catchment, southeastern Manitoba, using excess aqueous helium",10.1139/e92-209,Stephenson M.
2822,"Groundwater processes, sandplain seeps and interactions with regional aquifer systems in South-Western Australia",10.1016/0022-1694(92)90038-W,George R.J.
2823,"Tourism development and desalination systems: Comparative analysis of systems' suitability for coastal areas of the Red Sea and Gulf of Aqaba, Egypt",10.1016/0011-9164(92)80111-L,El-Sadek S.
2824,Hydrogeochemistry of Maine seepage lakes and related groundwaters,10.1016/0022-1694(92)90137-K,Stauffer R.
2825,"Hydrogeologic controls on peatland development in the Malloryville Wetland, New York (USA)",10.1016/0022-1694(92)90244-P,McNamara J.
2826,"Delivery of Chloride and Nitrate by Ground Water to the Great Lakes: Case Study for the Door Peninsula, Wisconsin",10.1111/j.1745-6584.1992.tb01571.x,Cherkauer D.
2827,"Effects of Urban Storm‐Runoff Control on Ground‐Water Recharge in Nassau County, New York",10.1111/j.1745-6584.1992.tb01526.x,Ku H.
2828,"Hydraulic properties of groundwater systems in the saprolite and sediments of the wheatbelt, Western Australia",10.1016/0022-1694(92)90113-A,George R.J.
2829,Analysis of hydrologic relations between Eǧirdir-Beyşehir-Suǧla lakes system and adjacent basins by means of remote sensing techniques (southern Turkey),10.1007/BF01740576,Deǧirmenci M.
2830,The influence of microbial activity and sedimentary organic carbon on the isotope geochemistry of the Middendorf Aquifer,10.1029/91WR02678,Murphy E.
2831,"Rates and patterns of groundwater flow in the Cascade Range volcanic arc, and the effect on subsurface temperatures",10.1029/91JB03064,Ingebritsen S.
2832,Effect of rising sea level on runoff and groundwater discharge to coastal ecosystems,10.1016/S0272-7714(05)80106-4,Nuttle W.K.
2833,Coupled and partially coupled Eulerian‐Lagrangian Model of freshwater‐seawater mixing,10.1029/91WR01927,Galeati G.
2834,Hydrogeologic Units Of Lebanon,10.1007/s100400050024,Khair K.
2835,A ground water nitrogen budget for a headwater swamp in an area of permanent ground water discharge,10.1007/BF00000808,Hill A.
2836,Hydromorphic dispersion of uranium in a surficial environment in northern Finland,10.1016/0375-6742(91)90084-8,Peuraniemi V.
2837,Onset of aridity and dune-building in central Australia: sedimentological and magnetostratigraphic evidence from Lake Amadeus,10.1016/0031-0182(91)90035-P,Chen X.
2838,A GIS-supported method for detecting the hydrological mosaic and the role of man as a hydrological factor,10.1007/BF00124664,Andersson L.
2839,"Karst hydrogeology of the takaka valley, golden bay, northwest nelson",10.1080/00288306.1991.9514434,Mueller M.
2840,"Reconstruction of a regional, 12,‐yr silica decline in lakes by means of fossil sponge spicules",10.4319/lo.1991.36.6.1250,Vanek V.
2841,Numerical modeling of effects of small‐scale sedimentary variations on groundwater discharge into lakes,10.4319/lo.1991.36.4.0787,Guyonnet D.
2842,Location of groundwater seepage points into a river by measurement of <sup>222</sup>Rn concentration in water using activated charcoal passive collectors,10.1016/0022-1694(91)90021-9,Yoneda M.
2843,"Influence of pumps on salinity of a coastal aquifer with legal protection (a zone in the north of Isla Cristina, Huelva, Spain)",10.2166/wst.1991.0358,Gonzalez A.
2844,"Fast transmission of nitrates into a detritic aquifer (Lepe, Huelva, Spain)",10.2166/wst.1991.0354,Gonzalez A.
2845,Water quality factor identification by the 'Principal Components' statistical method,10.2166/wst.1991.0335,Melloul A.
2846,"Multivariate analysis of a coastal phreatic aquifer using hydrochemical and isotopic indicators, Buenos Aires, Argentina",10.2166/wst.1991.0346,Hernandez M.A.
2847,Determining the length of confined aquifer roof extending under the sea by the tidal method,10.1016/0022-1694(91)90071-O,Guomin L.
2848,Contribution à l'étude des courbes de récession des sources karstiques: Exemples du pays Hellénique,10.1016/0022-1694(91)90004-2,Soulios G.
2849,Groundwater flow and the metal content of peat,10.1016/0022-1694(91)90091-U,Hill B.M.
2850,Effects of partial deforestation on hydrology and salinity in high salt storage landscapes. I. Extensive block clearing,10.1016/0022-1694(91)90042-G,Ruprecht J.
2851,"Saltwater intrusion into a small coastal aquifer (Rio Verde, Almuñecar, southern Spain)",10.1016/0022-1694(91)90051-I,Calvache M.
2852,An analytic element model for transient axi-symmetric interface flow,10.1016/0022-1694(91)90052-J,Haitjema H.
2853,The use of stable isotopes in quantifying groundwater discharge to a partially diverted creek,10.1016/0022-1694(91)90050-R,Space M.L.
2854,Effects of wetlands creation on groundwater flow,10.1016/0022-1694(91)90161-A,Hensel B.
2855,Stable isotopic study of precipitation and spring discharge in southern Nevada,10.1016/0022-1694(91)90031-C,Ingraham N.L.
2856,Mapping of seawater intrusion into the coastal aquifer of Israel by the time domain electromagnetic method,10.1016/0016-7142(91)90046-F,Goldman M.
2857,Ostracode assemblages from springs in the western United States: implications for paleohydrology,10.4039/entm123155181-1,Forester R.M.
2858,Major Australian aquifers: Potential climatic change impacts,10.1080/02508069108686097,Ghassemi F.
2859,Immobilization of dissolved organic matter from groundwater discharging through the stream bed,10.1111/j.1365-2427.1991.tb00507.x,FIEBIG D.M.
2860,Analyses of Tidal Fluctuations of Groundwater Discharge,10.4294/jpe1952.39.631,Koizumi N.
2861,"Evolution of Quaternary duricrusts in Karinga creek drainage system, central Australian groundwater discharge zone",10.1080/08120099108727976,Arakel A.
2862,Rainfall-runoff process and function of subsurface water storage in a layered hillslope,10.4157/grj1984a.64.3_145,Marui A.
2863,"Solute budget for an arid-zone groundwater system, Lake Amadeus, central Australia",10.1080/08120099108727951,Jacobson G.
2864,Some sedimentary aspects of lateritic weathering profile development in the major bioclimatic zones of tropical Africa,10.1016/0899-5362(91)90076-B,McFarlane M.
2865,The Effect of Tidal Fluctuation on a Coastal Aquifer in the UK,10.1111/j.1745-6584.1991.tb00547.x,Erskine A.
2866,Estimation of Hydraulic Conductivity Values In a Coastal Aquifer,10.1111/j.1745-6584.1991.tb00507.x,Pandit A.
2867,Comparison between analytical and numerical solutions of subsurface flow to a partially penetrating ditch,10.1016/0309-1708(91)90025-J,Trivellato F.
2868,Turbidity and seawater intrusion in Laguna de Bay,10.1007/BF00399595,Santiago A.
2869,A stationary packer system for layerwise groundwater sampling in monitoring wells - Technique and results,10.2166/wst.1991.0454,Rodelsperger M.
2870,Rhythmic karst springs,10.1080/02626669109492483,Bonacci O.
2871,"Deposition and early diagenesis of playa glauberite in the Karinga Creek drainage system, Northern Territory, Australia",10.1016/0037-0738(91)90065-L,Arakel A.V.
2872,Global coastal hazards from future sea level rise,10.1016/0031-0182(91)90173-O,Gornitz V.
2873,Weighted finite difference and boundary element methods applied to groundwater pollution problems,10.2166/wst.1991.0451,Kanoh M.
2874,Saline water intrusion in southeast Tanzania,10.1016/0016-7142(91)90011-Z,Gondwe E.
2875,Global coastal hazards from future sea level rise,10.1016/0921-8181(91)90118-G,Gornitz V.
2876,Comportement piezometrique des nappes d'alterites en zone intertropicale humide d'altitude (hauts plateaux de Madagascar),10.1016/0022-1694(90)90153-O,Grillot J.
2877,Historical land use and hydrology. A case study from eastern Noord-Brabant,10.1007/BF00129831,Bas G.
2878,Nitrogen inputs to a marine embayment: the importance of groundwater,10.1007/BF00003150,Giblin A.E.
2879,Interannual patterns of water table height and groundwater derived nitrate in nearshore sediments,10.1007/BF00003148,Capone D.
2880,The influence of tidal marshes on upland groundwater discharge to estuaries,10.1007/BF00003145,Harvey J.
2881,"Groundwater contribution to the nutrient budget of Tomales Bay, California",10.1007/BF00003144,Oberdorfer J.
2882,"The Hydrology of the Burren, County Clare",10.1080/00750779009478754,Drew D.
2883,A note on saltwater intrusion in coastal aquifers,10.1007/BF00429801,Mohsen M.S.
2884,"Anostraca, Cladocera and Copepoda of Spanish saline lakes",10.1007/BF00026952,Alonso M.
2885,Sediment-water interaction as a control on geochemical evolution of playa lake systems in the Australian arid interior,10.1007/BF00026934,Arakel A.
2886,Model Analysis of Seawater Intrusion into Saturated and Unsaturated Domains with an Impermeable Layer,10.3739/rikusui.51.79,Inouchi K.
2887,"Occurrence of acidic groundwater in precambrian crystalline bedrock aquifers, Southwestern Sweden",10.1007/BF00507071,Lång L.O.
2888,"Permafrost and groundwater conditions, Huola river basin, northeast China",10.1002/ppp.3430010106,Wang B.
2889,"Vegetation of groundwater discharge sites in the Douro basin, central Spain",10.2307/3235779,Rey Benayas J.M.
2890,Submarine groundwater discharge,10.1029/EO071i051p01872-01,Anonymous
2891,Reclaiming sandplain seeps by intercepting perched groundwater with eucalypts,10.1002/ldr.3400020103,George R.J.
2892,Generalized alternating‐direction collocation methods for parabolic equations. II. Transport equations with application to seawater intrusion problems,10.1002/num.1690060303,Celia M.A.
2893,Year‐round sexual maturation of bighead carp Aristichthys nobilis (Richardson) reared in floating cages in Laguna de Bay (Philippines),10.1111/j.1439-0426.1990.tb00571.x,Fermin A.
2894,The fresh-salt water interface in a semi-pervious aquifer,10.1080/00036819008839955,Van Duijn C.J.
2895,Effects of alum treatment on phosphorus and phytoplankton dynamics in eau galle reservoir: A synopsis,10.1080/07438149009354690,Barko J.W.
2896,"Ecologie des pseudobiohermes des Terres Noires jurassiques liés à paléo-sources sous-marines. Le site oxfordien de Beauvoisin (Drôme, Bassin du Sud-Est, France)",10.1016/0031-0182(90)90123-O,Rolin Y.
2897,"Using <sup>222</sup>Rn to examine groundwater/surface discharge interaction in the Rio Grande de Manati, Puerto Rico",10.1016/0022-1694(90)90212-G,Ellins K.
2898,A multilayered sharp interface model of coupled freshwater and saltwater flow in coastal systems: Model development and application,10.1029/WR026i007p01431,Essaid H.I.
2899,Surface electrical resistivity in coastal groundwater exploration,10.1016/0016-7142(90)90008-G,Urish D.
2900,"Physicochemistry and vegetation of piccaninnie ponds, a coastal aquifer-fed pond in south-eastern south Australia",10.1071/MF9900237,Scholz O.
2901,Radium in the Suwannee River and estuary: Spring and river input to the Gulf of Mexico,10.1007/BF00003146,Burnett W.
2902,"Nitrogen, phosphorus and potassium budgets for two small fens surrounded by heavily fertilized pastures",10.2307/2261122,Koerselman W.
2903,Simulation of dispersion in layered coastal aquifer systems,10.1016/0022-1694(90)90057-5,Reilly T.E.
2904,The spatially continuous determination of groundwater flow to surface water bodies: Application to the Connecting Channels between Lakes Huron and Erie,10.1016/0022-1694(90)90065-6,Cherkauer D.
2905,Application of factor analysis to the hydrogeochemical study of a coastal aquifer,10.1016/0022-1694(90)90041-U,Ruiz F.
2906,The groundwater exchange rate of the southern Baltic coastal lowland,10.1016/0022-1694(90)90048-3,Burzyński K.
2907,Relationships in regional groundwater discharge to streams: An analysis by numerical simulation,10.1016/0022-1694(90)90044-X,Ophori D.
2908,Hydrology of a headwater basin wetland: Groundwater discharge and wetland maintenance,10.1002/hyp.3360040408,Roulet N.
2909,"A sensitivity analysis of '2D-FED', a model for seawater encroachment in leaky coastal aquifers",10.1016/0022-1694(90)90267-2,Sherif M.M.
2910,Overflow thermal springs of Tuscany (Italy),10.1016/0022-1694(90)90258-Y,Celati R.
2911,Simulation of saltwater intrusion in the Northern Guam Lens using a microcomputer,10.1016/0022-1694(90)90252-S,Contractor D.
2912,Initial contributing area of a small watershed,10.1016/0022-1694(90)90270-8,Gburek W.
2913,Hydrology of the Karst aquifer at the experimental site of Guilin in southern China,10.1016/0022-1694(90)90210-O,Daoxian Y.
2914,The motion of coastal groundwater in response to the tide,10.1016/0022-1694(90)90203-A,Inouchi K.
2915,Evaluation of hydrogeochemical parameters with spontaneous potential logs,10.1016/0022-1694(90)90059-7,Radhakrishna I.
2916,Distribution of metals in a polluted aquifer: A comparison of aquifer suspended material to fine sediments of the adjacent environment,10.1016/0169-7722(90)90024-B,Magaritz M.
2917,A Compatible Single‐Phase/Two‐Phase Numerical Model: 1. Modeling the Transient Salt‐Water/Fresh‐Water Interface Motion,10.1111/j.1745-6584.1990.tb02231.x,Ledoux E.
2918,"Hydrochemical processes in ground water‐discharge playas, Central Australia",10.1002/hyp.3360040106,Jankowski J.
2919,"Groundwater discharge to a headwater valley, northwestern Nevada, U.S.A.",10.1016/0022-1694(90)90178-Z,Hill B.R.
2920,A Compatible Single‐Phase/Two‐Phase Numerical Model: 2. Application to a Coastal Aquifer in Mexico,10.1111/j.1745-6584.1990.tb02249.x,Rivera A.
2921,Identification and catabolic activity of well-derived gasoline-degrading bacteria from a contaminated aquifer,10.1128/aem.56.11.3565-3575.1990,Ridgway H.F.
2922,Palaeoclimatic evidence from sand seas,10.1016/0031-0182(90)90116-O,Lancaster N.
2923,Origin of Florida Canyon and the role of spring sapping on the formation of submarine box canyons,10.1130/0016-7606(1990)102<0502:OOFCAT>2.3.CO;2,Paull C.
2924,"Anomalous SO<inf>4</inf>-Cl groundwater in the coastal aquifer, Kerala",10.1007/BF02881831,Chandrasekharam D.
2925,Landscape ecology of uncultivated lowlands in Central Spain,10.1007/BF00157752,Bernáldez F.G.
2926,Coastal fog and its relation to groundwater in the IV region of northern Chile,10.1016/0168-9622(89)90008-0,Aravena R.
2927,The ecosystem of the bay of mali ston natural and anthropogenic influence,10.1080/02772248909357378,Vukadin I.
2928,Seawater intrusion into coastal aquifers of thrace and its impact on the environment,10.1080/02772248909357389,Diamantis J.B.
2929,Chemical hydrogeology in natural and contaminated environments,10.1016/0022-1694(89)90164-9,Back W.
2930,Hydrogeology of sedimentary basins,10.1016/0022-1694(89)90165-0,Kreitler C.W.
2931,Fluorine occurrence in groundwater in Israel and its significance,10.1016/0022-1694(89)90169-8,Kafri U.
2932,Radionuclide levels at two sites in a water extraction area in the Netherlands after chernobyl,10.1007/BF00228780,Veen A.
2933,Groundwater-discharge processes at a central Australian playa,10.1016/0022-1694(89)90109-1,Jacobson G.
2934,Model Analysis of Seawater Intrusion into Saturated and Unsaturated Domains,10.3739/rikusui.50.207,Inouchi K.
2935,Analysis of streamflow generation following deforestation in southwest Western Australia,10.1016/0022-1694(89)90093-0,Ruprecht J.
2936,Acid groundwater,10.1029/89EO00289,Lyons W.
2937,On Methods of Optimization in the Design of Well-Fields in Coastal Aquifers,10.1016/S0167-5648(08)70553-7,Hoyos-Limon A.
2938,Externality and Equity Implications of Private Exploitation of Ground Water Resources,10.1016/S0167-5648(08)70557-4,Shah T.
2939,Groundwater and surface water hydrology of a small groundwater-fed fen,10.1007/BF00177888,Koerselman W.
2940,Vegetation patterns in spring-fed calcareous fens: calcite precipitation and constraints on fertility,10.2307/2260772,Boyer M.
2941,"Postfailure analysis: Tramping Lake causeway, Saskatchewan, Canada",10.1139/t89-080,Labossiere J.
2942,The groundwater regime of the Valley of Mexico from historic evidence and field observations,10.1016/0022-1694(89)90187-X,Durazo J.
2943,An Approach to the Field Study of Hydraulic Gradients in Variable‐Salinity Ground Water,10.1111/j.1745-6584.1989.tb01974.x,Hickey J.
2944,Analyse de 1'estimation des débits souterrains en domaine altéritique(Hauts plateaux de Madagascar),10.1016/S0899-5362(89)80008-9,Grillot J.C.
2945,Comparison of composition and concentration of some lagoonal and continental brine lakes,10.1016/0037-0738(89)90052-3,Hudec P.P.
2946,Geochemistry of hydric soil salinity in a recharge-throughflow- discharge prairie-pothole wetland system,10.2136/sssaj1989.03615995005300030037x,Arndt J.L.
2947,Contamination hazard from waste disposal sites near receding Great Lakes shorelines,10.2166/wqrj.1989.005,Coakley J.P.
2948,Differences between the actual and natural water quality in a small drainage area with a high level of groundwater discharge,10.1080/02626668909491363,Bleuten W.
2949,A groundwater model of the nubian aquifer system,10.1080/02626668909491350,Heinl M.
2950,Simulation of calcite dissolution and porosity changes in saltwater mixing zones in coastal aquifers,10.1029/WR025i004p00655,Sanford W.
2951,"Groundwater near the Moray Firth: the coastal aquifer between Forres and Elgin, Grampian Region",10.1144/gsl.qjeg.1989.022.02.06,Robins N.S.
2952,Subsurface temperatures and surface heat flow in the Michigan Basin and their relationships to regional subsurface fluid movement,10.1016/0264-8172(89)90076-7,Vugrinovich R.
2953,"Controls on synchronous ephemeral- and perennial-river sedimentation in the middle sandstone member of the Triassic Chinle Formation, northeastern New Mexico, U.S.A.",10.1016/0037-0738(89)90056-0,Deluca J.
2954,Flood hydrology,10.1007/978-1-4615-7317-3_5,White E.L.
2955,Water budget and physical hydrology,10.1007/978-1-4615-7317-3_4,Hess J.W.
2956,Late Quaternary paleoenvironments in the southwestern Kalahari,10.1016/0031-0182(89)90114-4,Lancaster N.
2957,"Late Wisconsin groundwater discharge environments of the southwestern Indian Springs Valley, southern Nevada",10.1016/0033-5894(89)90042-2,Quade J.
2958,Evaluation of spline and weighted average interpolation algorithms,10.1016/0098-3004(89)90056-3,Eckstein B.
2959,On the generation of stream runoff in till soils,10.2166/nh.1989.0001,Rodhe A.
2960,A two-dimensional finite element model for dispersion (2D-FED) in coastal aquifers,10.1016/0022-1694(88)90003-0,Sherif M.M.
2961,The Hachioji Experimental Basin Study - Storm runoff processes and the mechanism of its generation,10.1016/0022-1694(88)90095-9,Tanaka T.
2962,"Evaluating cumulative effects of disturbance on the hydrologic function of bogs, fens, and mires",10.1007/BF01867540,Siegel D.I.
2963,Evaluating the cumulative effects of alteration on New England wetlands,10.1007/BF01867541,O'brien A.L.
2964,Atmospheric deposition effects on the chemistry of a stream in Northeastern Georgia,10.1007/BF00279474,Buell G.
2965,"Validity of the environmental chloride method for recharge evaluation of coastal aquifers, India",10.1016/0022-1694(88)90058-3,Sukhija B.S.
2966,The behavior of groundwater with dispersion in coastal aquifers,10.1016/0022-1694(88)90016-9,Kakinuma T.
2967,Model test and field survey of a floating artificial reef moored by new parallel wire cable,10.4043/5877-ms,Sekita K.
2968,Cross-Borehole Packer Tests as an Aid in Modelling Ground-Water Recharge,10.1016/S0167-5648(08)70315-0,Botha J.
2969,Can the Sharp Interface Salt-Water Model Capture Transient Behavior?,10.1016/S0167-5648(08)70341-1,Pinder G.
2970,"A method for the separation of total discharge into base flow, overland flow and channel precipitation for water quality modelling of a small watershed in the Netherlands",10.1016/0933-3630(88)90016-5,Bleuten W.
2971,Studies on the groundwater pollution in islands (II) - groundwater pollution caused by seawater intrusion and fertilizer dissolution into phreatic aquifers in Gogo Island,10.3739/rikusui.49.237,Inouchi K.
2972,A new approximate technique for the hodograph method in groundwater flow and its application to coastal aquifers,10.1029/WR024i009p01471,Detournay C.
2973,Changes in the level of the Caspian Sea and the possibility of forecasting them,10.1080/00385417.1988.10640734,Kosarev A.N.
2974,The influence of basin morphology on groundwater outflow,10.1029/WR024i010p01645,Zecharias Y.B.
2975,"A hydrologic model for lower coastal plain watersheds, southeast united states",10.1080/02723646.1988.10642337,Sun C.H.
2976,"Stochastic identification of recharge, transmissivity, and storativity in aquifer transient flow: A quasi‐steady approach",10.1029/WR024i010p01698,Dagan G.
2977,Electric log interpretation for the evaluation of salt water intrusion in the eastern niger Delta,10.1080/02626668809491219,Oteri A.
2978,Interstitial water patterns: A factor influencing the distributions of some lotic aquatic vascular macrophytes,10.1016/0304-3770(88)90035-6,Fortner S.
2979,The central Australian groundwater discharge zone: Evolution of associated Calcrete and Gypcrete deposits,10.1080/08120098808729469,Jacobson G.
2980,"Evolution of pore space in the Poza Rica trend (Mid‐Cretaceous), Mexico",10.1111/j.1365-3091.1988.tb00950.x,ENOS P.
2981,Externality and equity implications of private exploitation of ground-water resources,10.1016/0308-521X(88)90031-5,Shah T.
2982,"Time Domain Electromagnetic Soundings for Mapping Sea‐Water Intrusion in Monterey County, California",10.1111/j.1745-6584.1988.tb00428.x,Mills T.
2983,"RELATIONSHIPS BETWEEN REGIONAL HYDROGEOLOGY AND HYDROCARBON OCCURRENCES IN MICHIGAN, USA",10.1111/j.1747-5457.1988.tb00830.x,Vugrinovich R.
2984,Preliminary observations of streamflow generation during storms in a forested Piedmont watershed using temperature as a tracer,10.1016/0169-7722(88)90040-X,Shanley J.
2985,Planning model for optimal control of saltwater intrusion,10.1061/(ASCE)0733-9496(1988)114:2(163),Willis R.
2986,"Carbon and oxygen isotopic composition of a recent megapolygon-spelean limestone, fisheman by, South Australia",10.1016/0168-9622(88)90037-1,Ferguson J.
2987,Radium and radon in water supplies from the Texas Gulf Coastal aquifer,10.1016/0043-1354(88)90137-6,Cech I.
2988,Avoidance of seawater intrusion into ports of ocean outfalls,10.1061/(ASCE)0733-9429(1988)114:2(218),Wilkinson D.
2989,The impact of geology on the performance of a bituminous surfaced pavement-a case study from southeastern Nigeria,10.1016/0899-5362(88)90072-3,Okagbue C.
2990,In situ biological groundwater denitrification: Concepts and preliminary field tests,10.2166/wst.1988.0099,Mercado A.
2991,Change of characteristics of a granular aquifer in agricultural areas,10.1016/0378-3774(88)90086-8,Goldenberg L.
2992,Modelling of Sea Water Intrusion of Layered Coastal Aquifer,10.1016/S0167-5648(08)70339-3,Gupta A.D.
2993,"The progressive salination of groundwater in Beirut, Lebanon",10.1080/00207238708710394,Lababidi H.
2994,"Gondwana coal basins of Australia and South Africa: Tectonic setting, depositional systems and resources",10.1144/GSL.SP.1987.032.01.13,Hobday D.
2995,Cliff stability evaluation using geomorphological maps based on oblique aerial photographs,10.1144/GSL.ENG.1987.004.01.18,Kalaugher P.
2996,The representation of flows to partially penetrating rivers from layered and anisotropic aquifers,10.1016/0022-1694(87)90119-3,Miles J.C.
2997,Response of input and output of water and chloride to clearing for agriculture,10.1016/0022-1694(87)90030-8,Williamson D.
2998,Environmental isotope hydrology of salinized experimental catchments,10.1016/0022-1694(87)90034-5,Turner J.V.
2999,Prediction of delays in groundwater response to catchment clearing,10.1016/0022-1694(87)90039-4,Hookey G.
3000,"Geochemical and isotope identification of warm groundwaters in coastal basins near Tauranga, New Zealand",10.1016/0009-2541(87)90152-5,Simpson B.
3001,"Origins of seawater intrusion in a coastal aquifer - A case study of the Pajaro Valley, California",10.1016/0022-1694(87)90024-2,Bond L.
3002,Simulation of water discharge rates from a clay-till soil over a ten year period,10.1016/0022-1694(87)90017-5,Gustafson A.
3003,Analysis of an anisotropic coastal aquifer system using variable-density flow and solute transport simulation,10.1016/0022-1694(87)90087-4,Souza W.R.
3004,A laboratory experiment on the role of grass for infiltration and runoff processes,10.1016/0022-1694(87)90073-4,Hino M.
3005,"Watershed factors affecting stream acidification in the White Mountains of New Hampshire, USA",10.1007/BF01867179,Bailey S.
3006,In Situ Retardation of Trace Organics in Groundwater Discharge to a Sandy Stream bed,10.1021/es00165a004,Winters S.L.
3007,EXPERIMENT TO INVESTIGATE CHLORIDE INTRUSION ON CONSTRUCTION JOINTS IN CONCRETE.,10.1520/cca10072j,Denes T.
3008,Seepage Face Simulation Using PLASM,10.1111/j.1745-6584.1987.tb02214.x,Potter S.
3009,Beneficial Aspects of Sea‐Water Intrusion,10.1111/j.1745-6584.1987.tb02144.x,Howard K.
3010,Interface Upconing Due to a Horizontal Well in Unconfined Aquifer,10.1111/j.1745-6584.1987.tb02151.x,Gupta A.D.
3011,The Motion of Coastal Confined Groundwater in the Presence of Various Patterns of Pumping (II) — Numerical Analysis by Steady State Dispersion Model —,10.3739/rikusui.48.265,Kakinuma T.
